image_id,bbox_x,bbox_y,bbox_w,bbox_h,segmentation,score,label
321595638_581630638,1434.2093505859375,615.6593627929688,138.601318359375,32.0615234375,"{'size': [1365, 2048], 'counts': 'XTPl1a1TY1000000000000000000000000D<0000L4000000M3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<D00003M0000000000000000003M0000000000000000000000000000000000000000003M0000000000000000000000000M3000000000RWSd0'}",0.7044646143913269,flipper_rr
321595639_581630651,414.74884033203125,220.25088500976562,1250.7534790039062,826.8063659667969,"{'size': [1365, 2048], 'counts': 'abef06_Z100000M6M00003M000M6M000J6000000000000M30000000000M6M000M:hfNnN_X1R1agNnN_X1R1agNnNYX1S2G0000003M000M6M000M9J000M?D000M9J0000007I0000?A000L=G00006J000M6M0000006J000M6M000M6M00006J00006J0000003M00003M000M7L00006J00006J0000006J000000000M6M000M6M00003M00000M6M00000000003M000000000M300000003M00003M000M6M00003M000M6M0000006J00003M00003M000M7L0000000000003M00000000003M0000000000000000000000003M000000000M6M00003M0000000000000000003M0000000000000000003M000M6M00000000003M00003M00000000000000000M6M00000000003M00000000000M6M00000000000000003M000000000000000000000000000000000000000000003M000M3000000000003M0000000000003M0000000000000000000000003M0000000000000000000000000000000000003M00000000000000003M0000000000004L000000000000000M300000003M00000000000000000000000000000M3000000000000000000000000000000000000000000000000000000M3000000000000000000000000000000000000000000000000000M30000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000L4000000000000000000M3000000000000000000000000000000000000M300000000000000000000000000000000000000000000000000000000000000M3000000000000000000000000000000M30000000000M3000000000000000000000000000000M3000000000000000000000000000003M0000000000000000003M00000000000000003M0000000000000000000000000000000M3000000000000000003M0000000000000000000000000000000000000000003M0000000M30000000000000003M00000M3000003M00000000000M3000000000000000003M00000000000M30000000000000000000000000000003M0000M30003G6000000J60003J30003J30003G60003F7000003D90000A?0000M30000M30000M3000003M00003M00000000003M00003M0000003M00004I30000000003J30006G3000003G60000000003J30006J00003M0000006J00003M00003J30006J00003M0000006J00003M00003M00003J30004L0000003M00003J30000000000000000L4000000000000000000000000M300000000000000000000000000000000000000000000000000000000000000000003M0000000000000000000000000000000aMjiN?VV1AjiN?VV1AjiN?VV1AjiN?VV1lNnjNe0RU1[OnjNe0RU1[OnjNe0gW1MM0003M000031L00030M000003M00003M00003M00003M000030M000003J30003M00003M00004L0000cbdf0'}",0.981812596321106,turtle
321595639_581630651,1249.6712646484375,218.27725219726562,194.18603515625,231.38516235351562,"{'size': [1365, 2048], 'counts': '^joc1U1`Y10000000000000000000000000000003M0000003M00000000003M00003M0000?A0000009G00003M00003M0000=C0000?A0000009G0000b0^O00006J00006J0000000000003M00003M00004L00003M00003M0000003M00003M00003M000<GM00033J0000030M00006J00030M00006J00042J0000030M00003M00030M00007I00039D000000000003M00003M00003M0000000000003M00000000003M00006J00006^O<000003I40006G30006G30009A60004I3000006G30006G3000<[O90006G30003J300000000000000000000000Wihh0'}",0.9602083563804626,flipper_fl
321595639_581630651,1154.7073974609375,613.798828125,268.9833984375,435.3765869140625,"{'size': [1365, 2048], 'counts': 'TlY`1R3cW100000000000000000000000M30000M30000GL=000G63000M3000000M03000F:0000M03000M30000J0600000D<0000J33000M30000J33000^O<600000TOl00000M03000J33000G63000G6300000M03000J60000@=3000D93000M0300000D84000XOe03000QOl03000J33000J3300000M30000J33000J33000M03000I4300000oNn030000000000M30000J60000M3000000000000J60000M30000M30000M3000000M30000J60000L40000M30000M3000000J60000M30000M30000M30000M3000000M30000M30000M30000J60000M300000000000<D00003J30003J30000M3000003J30000J60003I40003G60003D9000003^O?0004F60006D60003A<0006ZO`0000003G60003G60006A9000?RO?000?UO<00000fhii0'}",0.9534539580345154,flipper_fr
321595639_581630651,414.2523498535156,462.8158264160156,205.82937622070312,161.40353393554688,"{'size': [1365, 2048], 'counts': 'iQ[a0\\2YX100000000000000000000000M6M000M6M00000M30000M6M000000000M6M000I:M000000<D000M30000M30000M30000M3000000M30000M30000M30000M30000M30000000D<000M03000000000M30000D9300000000000000000000000000000000000000M30000000000000000M3000000000000M30000000000M30000000000M3000000000000M30000M30000M3000000000000000000M3000000000000000<A3000006G30003M00009C40006J00009G0000007I0000<D0000<D00006J00003J3000003M00006G30003G60000M300000000000000000000000WZlj1'}",0.9484992623329163,flipper_rr
321595639_581630651,1461.260986328125,447.03546142578125,207.3760986328125,144.9710693359375,"{'size': [1365, 2048], 'counts': '\\dRm1]3XW10000000000000000000000000000003M00003M0000000000003M00003M00006J00004L00003M0000000000003M0000000000000000000000003M0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<D00000000003J3000000000000000000000000000000M30000000003J3000000000000L40003M00000M30006G3000006G30006G30006J00006G30009^O900000:@60003G600000000000000000000000YfT?'}",0.8983338475227356,head
321595642_581630599,899.7846069335938,266.0113220214844,759.9263305664062,661.9682922363281,"{'size': [1365, 2048], 'counts': 'VnjX16_Z1000M6M000J60000J60000F:000000G90000D<0000G90000M300000000000000000000000003M0000000000000000000000003M00003M00030M0003M000000M3000003M000M6M00006J000M6M00000M6M000M=F000M<G00003M000M6M0000003M000M9J00006J000M<G000Mb0A00000M7L000M30000L7M000M6M000M6M0000003M000M30000M30000M30000M6M00000M30000M6M000M9J000M3000003M0000000000003M000M30000M6M00003M00000M3000003M000M3000000000003M00000M6M000000000M6M000M300000000000003M000000000000000M300000000000000000000000000000003M000M300000003M000M30000000000L7M00000000000000000000000M300000M300000000000000000000000000000000000M3000000M30000M3000000000000000000000000000000M03000000000000000000000000M300000000000000000000000000000M300000000000M3000000000000000000000000M30000000000M3000000000000M3000000000000000000000000000000M30000000003J30000M3000000000000M30000000000000000000000M3000000000000M30000000003J30000M3000000000000M30003M00003J30003J3000000000000M30000M30000000000L4000000M30003J30000000000M30007I0000003J30000M30000M30003J30003J3000003J30000M30003J30000J60003J3000000M30006J00003J30000M30003G6000003J30006C70000J60003J30003G6000006^O<0003G60003J30007I00009D3000003J30003J30003A<0009hNo0000Xddd0'}",0.9776356816291809,turtle
321595642_581630599,1025.5599365234375,268.3239440917969,95.7684326171875,263.9820251464844,"{'size': [1365, 2048], 'counts': 'QdnZ1e6PT100000000000000000000000M30000Dc0I00006J00003M00003M0000003M00000000003M000000000?^O300000?A0000j1SN30006J00009A6000`0]O3000006J00006G30006F4000e0XO30006G3000003J3000:F0000<A30006G30003J300000000000000000000000ZWSV1'}",0.9388718605041504,flipper_fr
321595642_581630599,985.4266967773438,671.0662231445312,101.43280029296875,259.09375,"{'size': [1365, 2048], 'counts': 'gQkX1m3hV1000000000000000000000M6M00000M?D000If0A000J<J000M6M000M9J00000M9J000M6M000Ab0M00007I00003M0000003M000000000000000000000000000000M30000M30000cMemNSLhR1m3XmNSLhR1m3XmNSLhR1d3PnNdKYR1\\4gmNdKYR1\\4gmNdKYR1V4V2000000G90000UOk00000I70000M30000D<000000ROn00000G900000000000000000000000000000XfeW1'}",0.9295006990432739,flipper_fl
321595642_581630599,1501.338623046875,600.1357421875,122.5250244140625,104.3580322265625,"{'size': [1365, 2048], 'counts': 'm^en1U1`Y100000000000000000000000000000G<M00000J9M000^Ob0000003M0000000000000000000000000000003M00000000003M0000003M00003M0000000000000000000000003M00003M0000<D00000000000000000000000000000<D00003M00003M0000003M00003M0000<D0000`0QO?0006G300000000000000000000000000000ZlYa0'}",0.9257016181945801,flipper_rl
321595642_581630599,897.8235473632812,533.5519409179688,105.24298095703125,77.82757568359375,"{'size': [1365, 2048], 'counts': 'bWdU1S2bX10000000000000000000000000000000000003M0000000000000000003M0000000000<D00000000000000000000000000000000000000000000000000000000000000000000000000A?000000M30000M30000M30000G90000J6000000F:0000G90000G90000J600000000000000000000000o^lZ1'}",0.8951987028121948,head
321595642_581630599,1548.4351806640625,532.9952392578125,118.4163818359375,31.2161865234375,"{'size': [1365, 2048], 'counts': 'b[YP2b0SZ10000000000000000000000003M00000000000000000000003M000000<D0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000?A00006J000000hoi?'}",0.7568577527999878,flipper_rr
321595643_581630639,891.93359375,422.0537109375,595.1566162109375,494.9130859375,"{'size': [1365, 2048], 'counts': 'eeYX13bZ1000G90000TOo0M000G9000000M300000000000000000000000000000000000000000000000000000000000000M30000000000M6M000J60000G<M00000J9M000M6M00006J00003M000M9J0000003M000I:M000M7L00003M000M9J00000Jb0D000M3000003M000M30000M3000000M30000M30000J9M000M30000M6M0000000000003M000M6M000000000M6M00000000000000000M300000000000000000003M00000000003M000M6M00000000000M30000M6M00000000000000000000000M30000000000000000M30000L4000000000000M3000000000000000000000000000000000000M03000000000000000000000000000000M30000000000M3000000000000M3000000000000000000000000000000M30000000000000000M3000000000000M30000M3000000000000000000M30000000000000000M30000M3000000000000M30003M00000M3000000000000M30000M30003J30000000004I3000000000000I70003M00000M30000M3000000M30000M30003J30003J30003J3000003J30000M30000M30003J30003G6000003J30000M30003G60003C:0003J3000003J30003G60003G60003G60006D6000003G60003G6000=ZO9000_ahj0'}",0.973620593547821,turtle
321595643_581630639,920.5943603515625,710.85546875,134.8187255859375,207.9176025390625,"{'size': [1365, 2048], 'counts': 'hlUV1U1`Y100000000000000000000000000000JI=000M03000M03000M03000M0300000M03000M03000M03000MM6000M0300000M03000LN6000J33000G36000J0600000J33000G27000TOf06000A96000J3300000G63000D66000MM6000M03000M0300000@=30000M30000M30000M30000J6000000M30000M30000L40000G90000M3000000M30000J60000D<0000J60000M300000000000000000000000VZhX1'}",0.9397515654563904,flipper_fl
321595643_581630639,1018.1837158203125,422.65411376953125,70.7369384765625,162.82733154296875,"{'size': [1365, 2048], 'counts': 'Qa]Z1m1hX100000000000000000000000M30000M30000M30000J6000000MG<000I07000J33000J60000M0300000J06000D93000G63000J60000J0600000@`00000A<30000G90000[Oe0000_XoW1'}",0.8946216702461243,flipper_fr
321595643_581630639,1368.00244140625,599.4635009765625,120.2674560546875,72.81207275390625,"{'size': [1365, 2048], 'counts': 'Zkjh1i0lY100000000000000000000000000000M30000M30000G90000J60000J6000000A?0000000000000000000000000000000000000000000000000000000000000000000003M00000000003M000000000000000000M3000000000000000<D0000003J30003M00000000003M00006G3000003M00003J30003G60009A6000WkYg0'}",0.836250364780426,flipper_rl
321595643_581630639,889.7560424804688,617.8334350585938,81.22503662109375,64.458740234375,"{'size': [1365, 2048], 'counts': 'foRU1d1QY10000000000000000000000000000003M0000000000000000003M00000000000000000000000000000000000000000000000000000000000000M30000000000000000M3000000000000M300000000000000000000000000000XQ_\\1'}",0.8299093246459961,head
321595644_581630683,478.1162109375,50.18359375,1206.0943603515625,866.6290893554688,"{'size': [1365, 2048], 'counts': '_fVi0i0h0b0QW1^OohNb0QW1^OohNb0nV1j1J00000M?D000JV2PN000J9M000M9J000M6M00000M<G000Je0A000M6M000M6M0000:F00000L=G000M30000M6M00006J000M6M0000000000003M000M9J0000<D000M6M00000M6M000M9J00004L00003M00003M00000M6M00003M000M6M000000000M6M00000M9J000000000M6M000M6M000M9J00000M3000003M00003M000M9J0000000000003M000M3000003M000M6M0000000000003M000M6M0000000000000000000000000000004L000000000M3000003M0000003M000M30000L4000003M000M300000000000003M00003M00000000003M00000M3000000000003M000000000M3000000000000M3000000000000000003M00000M3000000000000000000000000000000000000M3000003M000M0300000000000M30000000000M3000000000000000000000000000000000000M3000000000000000000000000000000000000M30000003M00000M300000000000000000000000000000000000000000M3000000000000A?00000000000000000000000M3000000000000000000000000000000M3000000000000M3000000000000000000000000M3000000000000000000000000000000M3000000000000000000000000000000M30000000000M3000000000000000000L40000000000000000M3000000000000000000000000000000M30000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003M0000000000M30000UOcUO^A]j0b>cUO^A]j0b>cUO^A]j0b>cUO^A]j0Y>T10000M30000M30000M30000M3000000M30000000000M30000I7000000000000M3000?^O30003J30000000000M3000003M00000M30000000000000003M0000003M00000000003M00000000003M00000000000003M00000000030M000000000003G60000000003J30000M30000M3000000M30000M30003J30000000000M3000000M30000M30000M30003M00004I3000003J30000M30003M00000000003J3000003M00003M00003J30000000006F4000003J30003M00003M00003M00006G3000006J00003M00006J00006J00007I000000h0XO00003M00009G00009G00006J0000003M00007I00009G00009G00009G000000<GM0000000003M000003M00004L0000003M0003M00000000003M000033J000000kNWjNaMfU1_2ZjNaMfU1_2ZjNaMiU1d1P20000J60000J60003I4000000J60000J60000M30000M30000J6000000M30000M30000M30000J60000M3000003D90000J6000[Ubg0'}",0.9821956753730774,turtle
321595644_581630683,829.9470825195312,493.54052734375,472.62115478515625,422.44158935546875,"{'size': [1365, 2048], 'counts': '`m]R1k0jY100000000000000000000000M6M000M30000Jc0C000J6000000M30000M30000M30000M30000L4000000M30000M30000MF=000M30000M0300000000000M30000000000M03000M3000000M30000000000M30000M30000M0300000M30000000000M30000000000M3000000M03000000000M30000000000M0300000M30000M30000000000L1300000000000M30000000000M30000M03000M3000000000000M03000M30000M03000M3000000M03000M30000J600000M3000M3000000J330000M3000M30000M30000M0300000M30000M300000M3000M30000I70000000M3000M03000M30000J33000M3000000M30000M30000M03000M30000M0300000M30000MO4000M30000M30000J6000000J33000M30000L40000J33000M3000000M03000M03000M30000M03000M0300000M03000J33000J33000000000J3300000J33000M03000hN^IZnNb6iQ1^IWnNb6iQ1^IWnNb6fQ1jIjmN]6VR1cIjmN]6VR1cIjmN]6SR1iIgmNW6\\R1iIdmNW6\\R1iIdmNW6\\R1iIdmNW6VR1RJdmNn5_R1RJamNn5_R1RJamNn5\\R1T13000M03000M03000M0300000M030000L4000M03000I43000D93000000000000M30000M30000M30000M3000000M30000M30000M30000M30000M3000000M30000M30000M30000M3000000000000M30000M30000M30000M30000M3000000L4000`0ZO60003J30003M00003G6000003J30003J30000M30003G60006A9000003J30003J30003A<0006@:0003G6000003J3000000000000000000000Yadn0'}",0.9556247591972351,flipper_fr
321595644_581630683,1363.135986328125,141.4290313720703,194.146484375,110.375732421875,"{'size': [1365, 2048], 'counts': '^]jh1c1RY1000000000000000000000M300000006J00007I00006J0000?A00000000000LH<0000M3000000000M03000M30000000M3000M30000000000000000M3000000000000000000M3000003M000M3000000D<000003M00003M0000<D000000000000D<0000000000M30000M30000M3000000000000M30000I70000M30000M3000000M30000M30000J60000M30000M3000000M30000M30000M30000000000M3000000000000M30000000000M30000M3000000M30000000000M30000M30000M300000<@4000000000000000000000_eoc0'}",0.9472602605819702,flipper_fl
321595644_581630683,478.8312683105469,283.28350830078125,136.20089721679688,156.04266357421875,"{'size': [1365, 2048], 'counts': 'RVPd0e2PX100000000000000000000000M30000J9M00000G<M000J9M000000000M6M000L4000000M30000000000000000M3000000000000000000M30000000000000000A?0000000000000000000000000M3000000000000000000000000000000M30000M3000000M30000000000000000M3000000000000000000J6000?^O3000`0@00006G300000b0SNjgN7VX1IjgN7VX1IjgN7aSgk1'}",0.9452255368232727,flipper_rr
321595644_581630683,1430.6002197265625,309.4140319824219,252.3720703125,208.98910522460938,"{'size': [1365, 2048], 'counts': 'Zm_k1f2oW1000000000000000000000M6M00000J9M000M6M000M30000M6M000J6000000M6M000M6M000M30000J9M000M3000000J60000]Of0M00000000003M00003M0000000000000000003M0000000000000000003M00000000000000000000003M0000000000000000003M00000000000000000000000=GL0003M00000000000000000030M0000000000000003M00000000000000000030M0003M0000000000000000003M00000000000000003M00000000000030M0000000003M00000000003M0000000M30000000003M00000000003M0000003M00000M30003M00000000003J3000003M00003I40003M00000M30004I3000003J30006G30003J30009A6000h0RO600000<A3000000000000000000000mhd>'}",0.9267047047615051,head
321595647_581630693,525.6032104492188,685.0574340820312,591.3788452148438,484.44635009765625,"{'size': [1365, 2048], 'counts': '_Yoj03?3^Y1MbfN3^Y1MbfN3XY1n0J000J<J000I=J0000003M000M6M000J=I000J9M000M6M00000M6M000J9M000M6M000M6M000M9J00000M6M000M6M000M9J00006J000M6M00000J9M000000000M6M00006J00003M00000L4000007I00003M000M30000M6M0000003M000M6M00003M00003M0000000000003M00003M000M3000003M00003M0000000000003M00000000003M00003M0000003M0000000000000003M00000000000000000000000003M0000000000000000003M00003M00030M0000000003M00000000000030M000000000000000000000004L00000000000000000000003M0000000000003M000004L0003I4000000000000000000000000000003M0000000000000M30003M00003M00003M00000M3000003M00000M30000M30003M00000M3000003M00003M00003J30003J30003J3000003J30003M00003J30003J30003J3000000M30003J30004L00003M00000M3000003M00003ZOc00003G60003G60000M3000003J30000A?0000M30003J30000M3000000M30000M300000000000000000000000000000000000000000000000000000003M0000000000?A0000<A3000=C0000006G3000gSPY1'}",0.9657635688781738,turtle
321595647_581630693,977.2081298828125,973.6357421875,123.098876953125,197.5179443359375,"{'size': [1365, 2048], 'counts': 'QYkX1X1]Y10000000000000000000000000000006J00006J00003M00003M00006J0000009G00003M00003M00007I000<JJ0000030M00033J0004OM00036G00033J0000030M00033J00033J00060J00030M0000034I00093D00060J00033J00030M000009MJ000:LJ0003M00006MM0006J0000006J00003M000000000000000000000000^oSW1'}",0.919948160648346,flipper_fr
321595647_581630693,939.76416015625,683.5783081054688,58.166015625,172.7359619140625,"{'size': [1365, 2048], 'counts': 'RQWW1_4VV10000000000000000000000003M00003M00003M0000000000003M000b0N@0006J00007I0000003M00006J0000?QO`00006G30000M300000000000000000000000Qc][1'}",0.896290123462677,flipper_fl
321595647_581630693,557.4523315429688,927.3860473632812,138.94769287109375,102.52972412109375,"{'size': [1365, 2048], 'counts': 'd]Wg0d1QY100000000000000000000000000000J60000M3000000J60000M30000M03000J60000A?0000000000000M30000000000000000M3000000M30000M30000000000M30000M3000000M30000M30000000000M3000000000000M30000M30000000000L4000000000000000000000000M3000000000000000000M30000M30000M3000<D00006G3000003M00003D9000]dVh1'}",0.8547330498695374,flipper_rr
321595647_581630693,1050.66455078125,873.69775390625,72.0025634765625,61.28045654296875,"{'size': [1365, 2048], 'counts': 'X`P\\1m1hX1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000D<0000M30000M30000M300000000000000000000000000000WkRV1'}",0.7890140414237976,head
321595647_581630693,521.6974487304688,863.9562377929688,128.8099365234375,39.206298828125,"{'size': [1365, 2048], 'counts': 'nede0e0PZ100000000000000000000000000000M30000D<0000000000000000000000000M3000000000000000000000000000000000000M3000000000000000000M3000000000000000000000000000000000000000000000000M3000000000000000000M3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000P\\ii1'}",0.7373490333557129,flipper_rl
321595649_581630750,521.1759643554688,407.9652404785156,780.6466674804688,596.6380920410156,"{'size': [1365, 2048], 'counts': 'aRWk03o00aX10_gN0aX10_gN0[X1<\\gNGdX19\\gNGdX19\\gNGdX19\\gNGaX1i0ofN]OnX1c0RgN]OnX1c0RgN]OhX1[10000J60000J9M000M300000003M000J<J000M9J000000000M6M00000M30000M6M000M3000003M00003M00000L4000003M000M7L000M30000M6M0000003M000000000M6M00003M00003M00000M6M000M6M000000000M<G00003M00000000000000000000000M6M0000000000003M00000000000000003M00003M0000000000003M00003M000M3000003M00000000000M9J00003M00000000000000000M7L00000000000000003M00003M0000000000003M0000000000000000000000003M00000000003M00003M0003M00000000000000000030M000000000000000003M000000000000000003M0000000000000000003M00000000003M0000000000000000003M0000000003M0000000000000000000000000000000000000000000030M0000000000000003M00000000000003M0000000003M000003M0000000000000000000000000000003M000000000000000003M0000000000000000000000000000000000000M3000000000000000000M30003M00000M30003M0000000000000000003M00000M3000000000000000004I30000000000M30000000003J3000003M00003J30000000003M0000000000000M30003M00003M00000M30003M0000000M30003J30003M00003J3000000000003M00003M00003ZOcjNnK]U1R4cjNnK]U1R4cjNnK]U1f3RkNTLQU1l3ojNTLQU1l3ojNTLTU1f3SkNVLmT1j3SkNVLmT1j3SkNVLmT1j3SkNVLPU1a3U10006D60003J30000M30003D9000000J60000M300000000000000000000000000000000000000000000000000000000M30000000000000000000003M0000000000007I0000n0RO0000b0ZO40006J000000VQ_R1'}",0.9762265086174011,turtle
321595649_581630750,564.3858642578125,702.4722900390625,183.88336181640625,150.98687744140625,"{'size': [1365, 2048], 'counts': 'lahg0b2SX100000000000000000000000000000G90000Ac0L000J6000000M?D000MG<000M30000M300000L400000000000M03000000000000000L4000000D930000M30000000000M30000M3000000000000M30000M30000M30000M3000000000000M30000J60000M3000000000000J60000M30000M30000000000M3000000000000M30000M30000L4000000000000M3000000000`0]O30003J30000M3000003M00000M30003J30003J30003J3000003J30000000003J3000]kRf1'}",0.9436866641044617,flipper_rr
