encounter1,encounter2,identity1,identity2,image_id1,image_id2,matching_part,matcher,similarity,similarity_orig
328755818,330430787,328755818,330430787,328755818_595795426_7e577507adb8cfad,330430787_599181165_0e5e12c74733d1c2,heads,aliked,0.6382978723404256,60.0
328448936,330433249,328448936,330433249,328448936_595171182_0cb91fd974525b59,330433249_599185071_930e3aac6c1f217c,heads,aliked,0.6382978723404256,60.0
330477163,335332232,330477163,335332232,330477163_599274884_cd795f38114fa2b2,335332232_609158478_f76ff5cc19f18221,heads,disk,0.631578947368421,60.0
321595644,334475550,321595644,334475550,321595644_581630683_fddd0d357e935060,334475550_607416625_1c2d061c95599b41,heads,disk,0.631578947368421,60.0
328755880,330477163,328755880,330477163,328755880_595797579_0b6a79b84b2bb901,330477163_599274959_b129a77a798dbcb2,heads,disk,0.631578947368421,60.0
326931769,335332240,326931769,335332240,326931769_592202851_76ef3b1a89cf45a2,335332240_609158701_00d124baddfc18df,heads,superpoint,0.627906976744186,54.0
321559873,328448961,321559873,328448961,321559873_581562729_aab4244044730838,328448961_595171355_6c291a2b2b9fde26,heads,superpoint,0.627906976744186,54.0
327367335,333582437,327367335,333582437,327367335_593070775_b037b6dd3afdc621,333582437_605647447_870d1ae56d170ccb,heads,superpoint,0.627906976744186,54.0
330477144,335332240,330477144,335332240,330477144_599272913_c8347bb292043600,335332240_609158693_34ddf5cb5f5097eb,heads,superpoint,0.627906976744186,54.0
335332241,335935556,335332241,335935556,335332241_609158702_121375dce5f89926,335935556_610374913_b1f3e65ba7a4e4cc,heads,superpoint,0.627906976744186,54.0
328448961,337524309,328448961,337524309,328448961_595171355_6c291a2b2b9fde26,337524309_613596042_1eae938f77f1c6c7,heads,superpoint,0.627906976744186,54.0
326931774,330477166,326931774,330477166,326931774_592202884_b698b016659309b6,330477166_599274942_4424a76adf1b9c69,heads,aliked,0.6276595744680851,59.0
335935569,337524309,335935569,337524309,335935569_610375052_1034eecf593d16ca,337524309_613596051_b449c0af446056d9,heads,disk,0.6210526315789474,59.0
335332229,335935577,335332229,335935577,335332229_609158358_c11e1ff713f575fb,335935577_610375344_db04dab6bb8727a3,heads,disk,0.6210526315789474,59.0
333572360,335935579,333572360,335935579,333572360_605624784_e53897f01bad05a0,335935579_610375359_2f7ab73678a964b0,heads,disk,0.6210526315789474,59.0
328448937,335935554,328448937,335935554,328448937_595171186_b2571b2652a0ec3c,335935554_610374915_62b955b2338d8358,heads,disk,0.6210526315789474,59.0
328755827,330433249,328755827,330433249,328755827_595796038_feed080c83893362,330433249_599185046_b17d0136a10c2969,heads,disk,0.6210526315789474,59.0
328448936,330433249,328448936,330433249,328448936_595171182_0cb91fd974525b59,330433249_599185046_b17d0136a10c2969,heads,aliked,0.6170212765957447,58.0
321559873,337524319,321559873,337524319,321559873_581562729_aab4244044730838,337524319_613596151_ee4374f823a14450,heads,aliked,0.6170212765957447,58.0
325746516,335332240,325746516,335332240,325746516_589836240_c810eaa2e5364b84,335332240_609158690_5b217b674e85c83f,heads,aliked,0.6170212765957447,58.0
328755868,330477138,328755868,330477138,328755868_595797552_0cc369f2b41f2cda,330477138_599272132_6e9290257307ace9,heads,superpoint,0.6162790697674418,53.0
328448961,330430069,328448961,330430069,328448961_595171355_6c291a2b2b9fde26,330430069_599179351_202e55b89849081f,heads,disk,0.6105263157894737,58.0
328448937,335935554,328448937,335935554,328448937_595171186_b2571b2652a0ec3c,335935554_610374921_b266714482687a9d,heads,disk,0.6105263157894737,58.0
335935567,337429966,335935567,337429966,335935567_610375028_bb04e95eb50cde0e,337429966_613395854_70317b61dda8775b,heads,aliked,0.6063829787234043,57.0
326931785,337524309,326931785,337524309,326931785_592202951_3fe208a637f2ed54,337524309_613596053_a1f2d869d89c454f,heads,superpoint,0.6046511627906976,52.0
328755846,330477166,328755846,330477166,328755846_595797438_01cfd708e20abb5d,330477166_599274942_4424a76adf1b9c69,heads,aliked,0.5957446808510638,56.0
328448936,328448953,328448936,328448953,328448936_595171179_cc33da8eac199f29,328448953_595171300_099475ba2e6d3b30,heads,aliked,0.5957446808510638,56.0
330433221,333572355,330433221,333572355,330433221_599184599_f0314ae5272a49d7,333572355_605624702_335e43ec13bd7f89,heads,superpoint,0.5930232558139535,51.0
328448953,330477138,328448953,330477138,328448953_595171293_1035ab437372f91a,330477138_599272132_6e9290257307ace9,heads,superpoint,0.5930232558139535,51.0
326931769,330477144,326931769,330477144,326931769_592202851_76ef3b1a89cf45a2,330477144_599272817_ea1426c0d906817c,heads,superpoint,0.5930232558139535,51.0
321595638,333572365,321595638,333572365,321595638_581630638_ffb5869b5505e9f6,333572365_605624809_a1ee395e1bfabdd6,heads,disk,0.5894736842105263,56.0
330477155,330477166,330477155,330477166,330477155_599274154_7dd7089b53878333,330477166_599275058_3c9114764e1e2116,heads,superpoint,0.5813953488372093,50.0
326931771,328755818,326931771,328755818,326931771_592202862_ae3b51a0f8c8380a,328755818_595796046_1be13098007ca97e,heads,superpoint,0.5813953488372093,50.0
326931769,326931796,326931769,326931796,326931769_592202853_9ad0d6a89a7e044b,326931796_592203035_6eab297a6e9c6787,heads,superpoint,0.5813953488372093,50.0
335935575,337524314,335935575,337524314,335935575_610375224_f566ba2040d6092f,337524314_613596085_40954dd5d1d59174,heads,superpoint,0.5813953488372093,50.0
330433249,337429977,330433249,337429977,330433249_599185084_0c76879498f22d7e,337429977_613396121_f2ae88dc02e0ec49,heads,disk,0.5789473684210527,55.0
321559873,337524309,321559873,337524309,321559873_581562729_aab4244044730838,337524309_613596042_1eae938f77f1c6c7,heads,aliked,0.574468085106383,54.0
335935552,337524319,335935552,337524319,335935552_610374867_70a31976690e67d2,337524319_613596140_2c7b1b264ca14633,heads,aliked,0.574468085106383,54.0
326931787,328755843,326931787,328755843,326931787_592202972_6ba02cb019b12416,328755843_595797372_4e4346e61279d2b7,heads,aliked,0.574468085106383,54.0
337429966,337429978,337429966,337429978,337429966_613395854_70317b61dda8775b,337429978_613396133_6b4028fe27a93490,heads,superpoint,0.5697674418604651,49.0
328448928,335332226,328448928,335332226,328448928_595171137_f38162a866db5875,335332226_609158289_890b2382790db328,heads,superpoint,0.5697674418604651,49.0
335935558,337524309,335935558,337524309,335935558_610374928_605207b67d8f78f4,337524309_613596053_a1f2d869d89c454f,heads,disk,0.5684210526315789,54.0
330433249,337429977,330433249,337429977,330433249_599185046_b17d0136a10c2969,337429977_613396121_f2ae88dc02e0ec49,heads,disk,0.5684210526315789,54.0
328448936,328448953,328448936,328448953,328448936_595171179_cc33da8eac199f29,328448953_595171293_1035ab437372f91a,heads,aliked,0.5638297872340425,53.0
325746516,330477144,325746516,330477144,325746516_589836240_c810eaa2e5364b84,330477144_599272913_c8347bb292043600,heads,superpoint,0.5581395348837209,48.0
327367332,327367333,327367332,327367333,327367332_593070694_203a70f6aeefc896,327367333_593070728_c27315c757c3d002,heads,superpoint,0.5581395348837209,48.0
330477172,337524310,330477172,337524310,330477172_599275417_0c8c41090232e864,337524310_613596059_e7a7c48d66bae94a,heads,superpoint,0.5581395348837209,48.0
322750893,333572355,322750893,333572355,322750893_583917877_7f7d9cc8d7d8d55d,333572355_605624702_335e43ec13bd7f89,heads,disk,0.5578947368421052,53.0
325746516,326931796,325746516,326931796,325746516_589836240_c810eaa2e5364b84,326931796_592203035_6eab297a6e9c6787,heads,disk,0.5578947368421052,53.0
326931769,335332240,326931769,335332240,326931769_592202853_9ad0d6a89a7e044b,335332240_609158690_5b217b674e85c83f,heads,disk,0.5578947368421052,53.0
328448936,328755827,328448936,328755827,328448936_595171182_0cb91fd974525b59,328755827_595796143_e1da9e9b17e818a0,heads,disk,0.5578947368421052,53.0
325746516,326931796,325746516,326931796,325746516_589836058_d1be8283e5c44590,326931796_592203035_6eab297a6e9c6787,heads,aliked,0.5531914893617021,52.0
328448936,328755868,328448936,328755868,328448936_595171179_cc33da8eac199f29,328755868_595797552_0cc369f2b41f2cda,heads,aliked,0.5531914893617021,52.0
321595649,328448945,321595649,328448945,321595649_581630750_6e40ee1d8dc8901f,328448945_595171237_646f155b90167eab,heads,disk,0.5473684210526316,52.0
330433228,335332232,330433228,335332232,330433228_599184790_df31c16704c9e32d,335332232_609158478_f76ff5cc19f18221,heads,disk,0.5473684210526316,52.0
337524309,337524316,337524309,337524316,337524309_613596053_a1f2d869d89c454f,337524316_613596117_b7827389f071ad63,heads,disk,0.5473684210526316,52.0
335935575,337429974,335935575,337429974,335935575_610375234_3aff645c75f8db0a,337429974_613396071_032530f4b3567244,heads,disk,0.5473684210526316,52.0
321595638,330429795,321595638,330429795,321595638_581630638_ffb5869b5505e9f6,330429795_599178634_5ae01ac4cf8568b9,heads,disk,0.5473684210526316,52.0
333582415,333582418,333582415,333582418,333582415_605645401_5fe52445deeaa57c,333582418_605645516_d299a5624a98d413,heads,superpoint,0.5465116279069767,47.0
321595638,333572365,321595638,333572365,321595638_581630638_ffb5869b5505e9f6,333572365_605624816_89d55f6c92c2c37b,heads,superpoint,0.5465116279069767,47.0
328448953,330477138,328448953,330477138,328448953_595171300_099475ba2e6d3b30,330477138_599272132_6e9290257307ace9,heads,superpoint,0.5465116279069767,47.0
328755842,330461633,328755842,330461633,328755842_595797356_5f540820c7db239d,330461633_599243545_c480cd85b5bb355f,heads,aliked,0.5425531914893617,51.0
328448933,335935581,328448933,335935581,328448933_595171163_b3c644cf1f83705d,335935581_610375390_eedfff3b7ddd51cb,heads,aliked,0.5425531914893617,51.0
325746518,335935552,325746518,335935552,325746518_589836242_be37185240b88c6d,335935552_610374877_27217d4f72e8f956,heads,aliked,0.5425531914893617,51.0
330477144,335332240,330477144,335332240,330477144_599273037_e7d67466a421f9dc,335332240_609158693_34ddf5cb5f5097eb,heads,aliked,0.5425531914893617,51.0
321595638,330477159,321595638,330477159,321595638_581630638_ffb5869b5505e9f6,330477159_599274708_060af66c384eb3e5,heads,disk,0.5368421052631579,51.0
330433230,330477159,330433230,330477159,330433230_599184809_ee157e16e7ca6065,330477159_599274708_060af66c384eb3e5,heads,disk,0.5368421052631579,51.0
324994647,330429795,324994647,330429795,324994647_588343493_c38458e9c2c92034,330429795_599178634_5ae01ac4cf8568b9,heads,disk,0.5368421052631579,51.0
330433248,335332232,330433248,335332232,330433248_599185031_2dd5ad895d798c30,335332232_609158478_f76ff5cc19f18221,heads,disk,0.5368421052631579,51.0
330477172,335935577,330477172,335935577,330477172_599275417_0c8c41090232e864,335935577_610375341_a826dc3afe4fe33e,heads,superpoint,0.5348837209302325,46.0
328448954,330461633,328448954,330461633,328448954_595171301_2cbb197eed23061a,330461633_599243545_c480cd85b5bb355f,heads,superpoint,0.5348837209302325,46.0
328448933,335332240,328448933,335332240,328448933_595171163_b3c644cf1f83705d,335332240_609158690_5b217b674e85c83f,heads,aliked,0.5319148936170213,50.0
328448961,328448962,328448961,328448962,328448961_595171355_6c291a2b2b9fde26,328448962_595171357_6cef2fbbdf0b33a3,heads,aliked,0.5319148936170213,50.0
322750899,325746512,322750899,325746512,322750899_583917894_891474ed3b2488ad,325746512_589834443_2ed8b7cc72106a6b,heads,aliked,0.5319148936170213,50.0
321595642,335332233,321595642,335332233,321595642_581630599_561a4ccd09ff163d,335332233_609158417_e0a5553900a321ae,heads,disk,0.5263157894736842,50.0
321595643,325746537,321595643,325746537,321595643_581630639_4a2706ec579e487d,325746537_589836980_f63427c16d945ab8,heads,disk,0.5263157894736842,50.0
335332229,335935577,335332229,335935577,335332229_609158352_cd81615f29017b14,335935577_610375344_db04dab6bb8727a3,heads,disk,0.5263157894736842,50.0
330477167,335935581,330477167,335935581,330477167_599275070_ca2e748084abb02a,335935581_610375380_39f6a9c624ce65f5,heads,disk,0.5263157894736842,50.0
321595638,335332232,321595638,335332232,321595638_581630638_ffb5869b5505e9f6,335332232_609158478_f76ff5cc19f18221,heads,disk,0.5263157894736842,50.0
335332240,337524315,335332240,337524315,335332240_609158693_34ddf5cb5f5097eb,337524315_613596101_df083076feb062de,heads,disk,0.5263157894736842,50.0
330430069,330477163,330430069,330477163,330430069_599179355_63390c43e109a586,330477163_599274959_b129a77a798dbcb2,heads,disk,0.5263157894736842,50.0
335935577,335935581,335935577,335935581,335935577_610375341_a826dc3afe4fe33e,335935581_610375380_39f6a9c624ce65f5,heads,disk,0.5263157894736842,50.0
